epoch,loss,val_loss,train_time
0,0.1103055571476298,0.03818951174616814,5.837253093719482
1,0.020921101913817467,0.013267391361296177,2.5966508388519287
2,0.01612181372700199,0.01017080619931221,2.8274123668670654
3,0.01300482127454973,0.008547745645046234,5.1483330726623535
4,0.00880021752128678,0.007108007092028856,4.298434257507324
5,0.009144761329216341,0.00829816423356533,3.7608642578125
6,0.008941519104184644,0.0066306740045547485,3.472853183746338
7,0.008496890625646037,0.006455912254750729,4.0202412605285645
8,0.007918247051777379,0.008024195209145546,3.577687978744507
9,0.008180739388110177,0.0064841583371162415,2.8612918853759766
10,0.008099534759117712,0.006324258167296648,4.334718465805054
11,0.007443176882882272,0.006996909622102976,4.10094141960144
12,0.007292174884388524,0.0064962212927639484,3.6958975791931152
13,0.00744180444387659,0.006530288606882095,3.85835862159729
14,0.007284789015689204,0.006318892817944288,4.788408041000366
15,0.0071074089275733115,0.006229631137102842,5.043572187423706
16,0.007050810877474085,0.006314925383776426,5.090370416641235
17,0.006947638106442267,0.006224698852747679,3.4384284019470215
18,0.007005832758882354,0.006563182920217514,5.051773309707642
19,0.007327500971094254,0.006149345077574253,2.629716396331787
20,0.006874235737467965,0.006108579225838184,2.6101441383361816
21,0.0069260184743231345,0.0061690411530435085,2.5354058742523193
22,0.007057564798742533,0.005956590175628662,2.6078708171844482
23,0.0068002561587960485,0.006027623545378447,2.602621078491211
24,0.006837815136438416,0.005892589688301086,2.5834360122680664
25,0.0068760163961879665,0.005943264812231064,2.5553829669952393
26,0.0066981689643956,0.005828136578202248,2.602696657180786
27,0.006674064263220756,0.005719182547181845,2.5778117179870605
28,0.006686917611307675,0.005679212044924498,2.5949149131774902
29,0.006732383472544532,0.005666301120072603,3.2261712551116943
30,0.006546339891370266,0.005553518421947956,3.007795572280884
31,0.0065807846464937736,0.005649808328598738,4.900839805603027
32,0.006428920408530581,0.005495550110936165,3.1190006732940674
33,0.006455433780267354,0.00562004279345274,2.7803025245666504
34,0.006463218765753892,0.005329914391040802,2.950303316116333
35,0.006412857542595555,0.005403259769082069,4.675709962844849
36,0.006503531529057411,0.005272001959383488,2.662865161895752
37,0.006782053444053858,0.005214862525463104,2.59334135055542
38,0.006460390474286771,0.005209663417190313,2.665217161178589
39,0.006295742316832466,0.005212652031332254,2.47459077835083
40,0.006158072621591629,0.005313297268003225,2.4997804164886475
41,0.006167785519914281,0.0050551798194646835,2.573824405670166
42,0.006111807970991058,0.005147140473127365,2.7915194034576416
43,0.006057125546278492,0.0049591101706027985,2.774258613586426
44,0.00600171655476574,0.00500977598130703,2.6092402935028076
45,0.00604282068689504,0.0048723965883255005,2.9095921516418457
46,0.0059899194316277585,0.004850010387599468,2.611201763153076
47,0.005879443439264451,0.004915214609354734,4.66351318359375
48,0.0059027831340509075,0.004757362883538008,4.543391466140747
49,0.005915788317760152,0.004745732061564922,2.800067901611328
50,0.005803228731477453,0.004644789267331362,2.9115912914276123
51,0.005846288130288163,0.00481822295114398,2.61337947845459
52,0.005980042440275992,0.004578092601150274,3.8486111164093018
53,0.00589111568256011,0.004553513135761023,4.012906789779663
54,0.005634902165301384,0.004453922621905804,4.188018560409546
55,0.00555891610471712,0.004387430846691132,3.792536497116089
56,0.0055350445271019014,0.004462372045964003,3.8213603496551514
57,0.005511690862476826,0.004335901699960232,3.929190158843994
58,0.005435482899267827,0.00431013060733676,3.682361364364624
59,0.00542464618000292,0.004293221514672041,3.685537338256836
60,0.0053885509560425435,0.004365263506770134,3.6153528690338135
61,0.005468083440416282,0.004188390448689461,3.0197010040283203
62,0.0052954759749193345,0.004161533433943987,2.518265724182129
63,0.005241981977897305,0.004033177625387907,2.746995687484741
64,0.005167682219537035,0.003976490348577499,3.2794320583343506
65,0.005118621573332817,0.0039979987777769566,2.664090394973755
66,0.005067057855006668,0.0038356671575456858,4.346857786178589
67,0.004968257125226721,0.0040728263556957245,3.4261012077331543
68,0.005083472903577551,0.003797421231865883,2.633490562438965
69,0.004967108984748202,0.003867151215672493,2.5656769275665283
70,0.004851577533108573,0.0036954826209694147,2.493070125579834
71,0.004900159359338784,0.0035938387736678123,2.520145893096924
72,0.004818317472874638,0.0038939877413213253,2.470661163330078
73,0.004861813534291521,0.0035665875766426325,2.481637477874756
74,0.004736617237569824,0.0034899699967354536,2.570655584335327
75,0.00461803940725663,0.003450289834290743,2.539285898208618
76,0.0045744789493901115,0.0033952833618968725,2.5060489177703857
77,0.004518607661368385,0.0033901608549058437,2.5318708419799805
78,0.004529465801052509,0.0034207035787403584,2.4378511905670166
79,0.004569411968752261,0.0033675245940685272,2.6852383613586426
80,0.004600198278504033,0.0033335580956190825,2.8117198944091797
81,0.00445794835386257,0.003286525374278426,3.6496260166168213
82,0.0044163386187245765,0.0031501874327659607,4.514283895492554
83,0.004309653424687924,0.0031165084801614285,2.9338228702545166
84,0.004270230705339101,0.0030763796530663967,3.424431324005127
85,0.004285776131455937,0.0030494630336761475,2.9848320484161377
86,0.004225104236074032,0.003071750048547983,2.7455530166625977
87,0.00419684718813627,0.0030493042431771755,3.0751850605010986
88,0.004239903297275305,0.003110563848167658,2.6485893726348877
89,0.0041803216426483086,0.0029482590034604073,2.608999252319336
90,0.0041583148131687795,0.002924424596130848,2.7814464569091797
91,0.004085055477316341,0.002866070717573166,3.2445576190948486
92,0.004060833857605054,0.0030514756217598915,2.6524899005889893
93,0.0041150005098672645,0.0031036613509058952,2.8436498641967773
94,0.004233708447446266,0.0028862927574664354,3.54906964302063
95,0.004090349700662398,0.0027562249451875687,4.249146938323975
96,0.004002439504068705,0.002722777659073472,2.652726650238037
97,0.0039608227239260755,0.0028275540098547935,2.553413152694702
98,0.004012011134275986,0.0027222707867622375,2.8505709171295166
99,0.003969249390666524,0.002799904439598322,2.512324810028076
100,0.004028085604189865,0.003078192239627242,2.4392645359039307
101,0.004095764244876562,0.0026527533773332834,2.7926275730133057
102,0.004096813950567476,0.0027943209279328585,2.9642655849456787
103,0.004079280120711173,0.003023307304829359,2.649390459060669
104,0.004061149763724496,0.0027166546788066626,2.6571295261383057
105,0.003993269792127032,0.0026241152081638575,3.819220781326294
106,0.003979825084247897,0.0029905103147029877,2.8501317501068115
107,0.004130711598742393,0.002598030027002096,2.6674695014953613
108,0.003944461181339237,0.0025779814459383488,2.8766367435455322
109,0.003927016375406134,0.002576846396550536,2.8980560302734375
110,0.0038059856141767195,0.002536558313295245,3.1546437740325928
111,0.003824196643226089,0.0025222147814929485,2.93149995803833
112,0.0037862370691953166,0.0025491390842944384,2.6405320167541504
113,0.0037948734036857084,0.002510690363124013,3.670850992202759
114,0.00376642860412117,0.0025097643956542015,5.837510585784912
115,0.003795692066271459,0.0026421856600791216,3.450620651245117
116,0.0038129161412437116,0.0025038723833858967,4.829509258270264
117,0.0037295771462302054,0.0025508059188723564,5.1473548412323
118,0.003807607542483076,0.002586601534858346,2.8431756496429443
119,0.003789655759089416,0.002505749696865678,2.4441893100738525
120,0.0037536326600539106,0.0025217607617378235,2.428868293762207
121,0.0037081268646063344,0.0024888734333217144,2.5115866661071777
122,0.003791397039387976,0.0024546226486563683,2.5053820610046387
123,0.0037464473036027722,0.002403631340712309,2.5091443061828613
124,0.0036898012303056256,0.0024034788366407156,2.4897849559783936
125,0.003687519347295165,0.002504014642909169,2.4340169429779053
126,0.003727389364353111,0.002465218538418412,2.52724552154541
127,0.0037315337272781517,0.0024369910825043917,2.432912588119507
128,0.003698421852482903,0.0023807287216186523,2.4906232357025146
129,0.0036893689764603494,0.0025023706257343292,2.3992648124694824
130,0.0038175429517944013,0.002675984287634492,2.4859538078308105
131,0.0038582443770381713,0.0023875718470662832,2.412196159362793
132,0.003759022171218549,0.002385517116636038,2.4592742919921875
133,0.0037473284699503454,0.0025131262373179197,5.27142071723938
134,0.003814190363271102,0.002461771946400404,5.285213947296143
135,0.0037172730531423322,0.002504433039575815,4.4741058349609375
136,0.0037068263777802067,0.0024061682634055614,4.512436866760254
137,0.0037100618449790825,0.00237133982591331,4.072219133377075
138,0.003659616164382427,0.002409744542092085,3.0529115200042725
139,0.003668383116863908,0.0024747068528085947,2.6652820110321045
140,0.0036582765620081655,0.0024566336069256067,2.747594118118286
141,0.0036935344368459718,0.0025067829992622137,2.478038787841797
142,0.003694191004239744,0.0024142954498529434,2.4762065410614014
143,0.003648168985701857,0.0024375426582992077,2.5071780681610107
144,0.0036975120029021655,0.002335321856662631,2.5325429439544678
145,0.003650181671424258,0.0023271359968930483,2.7428548336029053
146,0.003643922808189546,0.0023482241667807102,2.567504405975342
147,0.003607834373871165,0.0023433801252394915,2.4900779724121094
148,0.003668431838553759,0.0025260576512664557,2.8655474185943604
149,0.0037162663234818366,0.0023024573456496,3.591480016708374
150,0.0036128777409753492,0.0023260547313839197,3.543792963027954
151,0.0035969383954521147,0.0022976440377533436,2.8115711212158203
152,0.003586116066623119,0.002377827651798725,2.745769500732422
153,0.0036042893545762183,0.002298003761097789,2.524359941482544
154,0.0036195467466548564,0.00228317454457283,3.2364840507507324
155,0.0035899145108076835,0.002425324870273471,4.024289131164551
156,0.0036669710741168066,0.00230312068015337,3.263803005218506
157,0.0036146228291815325,0.002503566909581423,3.484917640686035
158,0.003679498068747982,0.0022846090141683817,3.352818250656128
159,0.003611780252427824,0.0023180386051535606,3.115180015563965
160,0.003621524282460732,0.002358936471864581,3.0731139183044434
161,0.0035869579521879075,0.0022737313993275166,2.822068214416504
162,0.0035573492848104044,0.002311048563569784,2.795086622238159
163,0.003557999535734134,0.002348512876778841,2.951880931854248
164,0.0036290029454375465,0.0022802350576967,2.94490647315979
165,0.003584848431449744,0.002371177077293396,2.8690757751464844
166,0.003619011491537094,0.0022575196344405413,3.1104366779327393
167,0.003557114846884243,0.002288100542500615,2.693674087524414
